concelho,distrito,ano,dim_3_t,valor
Campo Maior,Portalegre,2020,Marrocos,
Campo Maior,Portalegre,2020,México,
Campo Maior,Portalegre,2020,Noruega,
Campo Maior,Portalegre,2020,Outros,4.0
Campo Maior,Portalegre,2020,Países Baixos (Reino dos),9.0
Campo Maior,Portalegre,2020,Polónia,1.0
Campo Maior,Portalegre,2020,Portugal,1594.0
Campo Maior,Portalegre,2020,Reino Unido da Grã-Bretanha e Irlanda do Norte,1.0
Campo Maior,Portalegre,2020,Roménia,11.0
Campo Maior,Portalegre,2020,Suécia,
Campo Maior,Portalegre,2020,Suíça,7.0
Campo Maior,Portalegre,2020,Sérvia,
Campo Maior,Portalegre,2020,Total,1801.0
Campo Maior,Portalegre,2020,Turquia,
Campo Maior,Portalegre,2020,Ucrânia,1.0
Campo Maior,Portalegre,2020,Áustria,3.0
Campo Maior,Portalegre,2020,Índia,
Campo Maior,Portalegre,2021,Alemanha,5.0
Campo Maior,Portalegre,2021,Angola,
Campo Maior,Portalegre,2021,Argentina,
Campo Maior,Portalegre,2021,Austrália,
Campo Maior,Portalegre,2021,Brasil,4.0
Campo Maior,Portalegre,2021,Bulgária,
Campo Maior,Portalegre,2021,Bélgica,4.0
Campo Maior,Portalegre,2021,Canadá,
Campo Maior,Portalegre,2021,China,
Campo Maior,Portalegre,2021,Chipre,
Campo Maior,Portalegre,2021,Chéquia,
Campo Maior,Portalegre,2021,Coreia (República da),
Campo Maior,Portalegre,2021,Croácia,1.0
Campo Maior,Portalegre,2021,Dinamarca,
Campo Maior,Portalegre,2021,Eslováquia,
Campo Maior,Portalegre,2021,Eslovénia,
Campo Maior,Portalegre,2021,Espanha,94.0
Campo Maior,Portalegre,2021,Estados Unidos da América,
Campo Maior,Portalegre,2021,Estrangeiro,124.0
Campo Maior,Portalegre,2021,Estónia,
Campo Maior,Portalegre,2021,Federação da Rússia,
Campo Maior,Portalegre,2021,Finlândia,
Campo Maior,Portalegre,2021,França,
Campo Maior,Portalegre,2021,Grécia,
Campo Maior,Portalegre,2021,Hungria,
Campo Maior,Portalegre,2021,Irlanda,2.0
Campo Maior,Portalegre,2021,Israel,
Campo Maior,Portalegre,2021,Itália,1.0
Campo Maior,Portalegre,2021,Japão,
Campo Maior,Portalegre,2021,Letónia,
Campo Maior,Portalegre,2021,Lituânia,
Campo Maior,Portalegre,2021,Luxemburgo,
Campo Maior,Portalegre,2021,Malta,
Campo Maior,Portalegre,2021,Marrocos,
Campo Maior,Portalegre,2021,México,
Campo Maior,Portalegre,2021,Noruega,
Campo Maior,Portalegre,2021,Outros,1.0
Campo Maior,Portalegre,2021,Países Baixos (Reino dos),
Campo Maior,Portalegre,2021,Polónia,3.0
Campo Maior,Portalegre,2021,Portugal,2145.0
Campo Maior,Portalegre,2021,Reino Unido da Grã-Bretanha e Irlanda do Norte,
Campo Maior,Portalegre,2021,Roménia,
Campo Maior,Portalegre,2021,Suécia,3.0
Campo Maior,Portalegre,2021,Suíça,6.0
Campo Maior,Portalegre,2021,Sérvia,
Campo Maior,Portalegre,2021,Total,2269.0
Campo Maior,Portalegre,2021,Turquia,
Campo Maior,Portalegre,2021,Ucrânia,
Campo Maior,Portalegre,2021,Áustria,
Campo Maior,Portalegre,2021,Índia,
Campo Maior,Portalegre,2022,Alemanha,15.0
Campo Maior,Portalegre,2022,Angola,
Campo Maior,Portalegre,2022,Argentina,
Campo Maior,Portalegre,2022,Austrália,
Campo Maior,Portalegre,2022,Brasil,4.0
Campo Maior,Portalegre,2022,Bulgária,
Campo Maior,Portalegre,2022,Bélgica,
Campo Maior,Portalegre,2022,Canadá,5.0
Campo Maior,Portalegre,2022,China,
Campo Maior,Portalegre,2022,Chipre,
Campo Maior,Portalegre,2022,Chéquia,
Campo Maior,Portalegre,2022,Coreia (República da),
Campo Maior,Portalegre,2022,Croácia,
Campo Maior,Portalegre,2022,Dinamarca,
Campo Maior,Portalegre,2022,Eslováquia,
Campo Maior,Portalegre,2022,Eslovénia,
Campo Maior,Portalegre,2022,Espanha,112.0
Campo Maior,Portalegre,2022,Estados Unidos da América,5.0
Campo Maior,Portalegre,2022,Estrangeiro,156.0
Campo Maior,Portalegre,2022,Estónia,
Campo Maior,Portalegre,2022,Federação da Rússia,
Campo Maior,Portalegre,2022,Finlândia,
Campo Maior,Portalegre,2022,França,10.0
Campo Maior,Portalegre,2022,Grécia,
Campo Maior,Portalegre,2022,Hungria,
Campo Maior,Portalegre,2022,Irlanda,
Campo Maior,Portalegre,2022,Israel,4.0
Campo Maior,Portalegre,2022,Itália,
Campo Maior,Portalegre,2022,Japão,
Campo Maior,Portalegre,2022,Letónia,
Campo Maior,Portalegre,2022,Lituânia,
Campo Maior,Portalegre,2022,Luxemburgo,
Campo Maior,Portalegre,2022,Malta,
Campo Maior,Portalegre,2022,Marrocos,
Campo Maior,Portalegre,2022,México,
Campo Maior,Portalegre,2022,Noruega,
Campo Maior,Portalegre,2022,Outros,
Campo Maior,Portalegre,2022,Países Baixos (Reino dos),1.0
Campo Maior,Portalegre,2022,Polónia,
Campo Maior,Portalegre,2022,Portugal,2113.0
Campo Maior,Portalegre,2022,Reino Unido da Grã-Bretanha e Irlanda do Norte,
Campo Maior,Portalegre,2022,Roménia,
Campo Maior,Portalegre,2022,Suécia,
Campo Maior,Portalegre,2022,Suíça,
Campo Maior,Portalegre,2022,Sérvia,
Campo Maior,Portalegre,2022,Total,2269.0
Campo Maior,Portalegre,2022,Turquia,
Campo Maior,Portalegre,2022,Ucrânia,
Campo Maior,Portalegre,2022,Áustria,
Campo Maior,Portalegre,2022,Índia,
Campo Maior,Portalegre,2023,Alemanha,
Campo Maior,Portalegre,2023,Angola,
Campo Maior,Portalegre,2023,Argentina,
Campo Maior,Portalegre,2023,Austrália,
Campo Maior,Portalegre,2023,Brasil,4.0
Campo Maior,Portalegre,2023,Bulgária,
Campo Maior,Portalegre,2023,Bélgica,2.0
Campo Maior,Portalegre,2023,Canadá,
Campo Maior,Portalegre,2023,China,2.0
Campo Maior,Portalegre,2023,Chipre,
Campo Maior,Portalegre,2023,Chéquia,
Campo Maior,Portalegre,2023,Coreia (República da),
Campo Maior,Portalegre,2023,Croácia,
Campo Maior,Portalegre,2023,Dinamarca,
Campo Maior,Portalegre,2023,Eslováquia,
Campo Maior,Portalegre,2023,Eslovénia,
Campo Maior,Portalegre,2023,Espanha,101.0
Campo Maior,Portalegre,2023,Estados Unidos da América,1.0
Campo Maior,Portalegre,2023,Estrangeiro,168.0
Campo Maior,Portalegre,2023,Estónia,
Campo Maior,Portalegre,2023,Federação da Rússia,
Campo Maior,Portalegre,2023,Finlândia,
Campo Maior,Portalegre,2023,França,18.0
Campo Maior,Portalegre,2023,Grécia,
Campo Maior,Portalegre,2023,Hungria,
Campo Maior,Portalegre,2023,Irlanda,
Campo Maior,Portalegre,2023,Israel,
Campo Maior,Portalegre,2023,Itália,12.0
Campo Maior,Portalegre,2023,Japão,
Campo Maior,Portalegre,2023,Letónia,
Campo Maior,Portalegre,2023,Lituânia,
Campo Maior,Portalegre,2023,Luxemburgo,1.0
Campo Maior,Portalegre,2023,Malta,
Campo Maior,Portalegre,2023,Marrocos,
Campo Maior,Portalegre,2023,México,
Campo Maior,Portalegre,2023,Noruega,
Campo Maior,Portalegre,2023,Outros,
Campo Maior,Portalegre,2023,Países Baixos (Reino dos),1.0
Campo Maior,Portalegre,2023,Polónia,
Campo Maior,Portalegre,2023,Portugal,1811.0
Campo Maior,Portalegre,2023,Reino Unido da Grã-Bretanha e Irlanda do Norte,19.0
Campo Maior,Portalegre,2023,Roménia,
Campo Maior,Portalegre,2023,Suécia,2.0
Campo Maior,Portalegre,2023,Suíça,5.0
Campo Maior,Portalegre,2023,Sérvia,
Campo Maior,Portalegre,2023,Total,1979.0
Campo Maior,Portalegre,2023,Turquia,
Campo Maior,Portalegre,2023,Ucrânia,
Campo Maior,Portalegre,2023,Áustria,
Campo Maior,Portalegre,2023,Índia,
Campo Maior,Portalegre,2024,Alemanha,6.0
Campo Maior,Portalegre,2024,Angola,
Campo Maior,Portalegre,2024,Argentina,
Campo Maior,Portalegre,2024,Austrália,
Campo Maior,Portalegre,2024,Brasil,9.0
Campo Maior,Portalegre,2024,Bulgária,
Campo Maior,Portalegre,2024,Bélgica,3.0
Campo Maior,Portalegre,2024,Canadá,5.0
Campo Maior,Portalegre,2024,China,
Campo Maior,Portalegre,2024,Chipre,
Campo Maior,Portalegre,2024,Chéquia,
Campo Maior,Portalegre,2024,Coreia (República da),
Campo Maior,Portalegre,2024,Croácia,
Campo Maior,Portalegre,2024,Dinamarca,8.0
Campo Maior,Portalegre,2024,Eslováquia,
Campo Maior,Portalegre,2024,Eslovénia,
Campo Maior,Portalegre,2024,Espanha,115.0
Campo Maior,Portalegre,2024,Estados Unidos da América,
Campo Maior,Portalegre,2024,Estrangeiro,166.0
Campo Maior,Portalegre,2024,Estónia,
Campo Maior,Portalegre,2024,Federação da Rússia,
Campo Maior,Portalegre,2024,Finlândia,
Campo Maior,Portalegre,2024,França,1.0
Campo Maior,Portalegre,2024,Grécia,
Campo Maior,Portalegre,2024,Hungria,
Campo Maior,Portalegre,2024,Irlanda,
Campo Maior,Portalegre,2024,Israel,
Campo Maior,Portalegre,2024,Itália,1.0
Campo Maior,Portalegre,2024,Japão,
Campo Maior,Portalegre,2024,Letónia,
Campo Maior,Portalegre,2024,Lituânia,
Campo Maior,Portalegre,2024,Luxemburgo,2.0
Campo Maior,Portalegre,2024,Malta,
Campo Maior,Portalegre,2024,Marrocos,
Campo Maior,Portalegre,2024,México,
Campo Maior,Portalegre,2024,Noruega,
Campo Maior,Portalegre,2024,Outros,
Campo Maior,Portalegre,2024,Países Baixos (Reino dos),2.0
Campo Maior,Portalegre,2024,Polónia,
Campo Maior,Portalegre,2024,Portugal,2256.0
Campo Maior,Portalegre,2024,Reino Unido da Grã-Bretanha e Irlanda do Norte,5.0
Campo Maior,Portalegre,2024,Roménia,
Campo Maior,Portalegre,2024,Suécia,
Campo Maior,Portalegre,2024,Suíça,9.0
Campo Maior,Portalegre,2024,Sérvia,
Campo Maior,Portalegre,2024,Total,2422.0
Campo Maior,Portalegre,2024,Turquia,
Campo Maior,Portalegre,2024,Ucrânia,
Campo Maior,Portalegre,2024,Áustria,
Campo Maior,Portalegre,2024,Índia,
Campo Maior,Portalegre,2025,Alemanha,11.0
Campo Maior,Portalegre,2025,Angola,
Campo Maior,Portalegre,2025,Argentina,
Campo Maior,Portalegre,2025,Austrália,
Campo Maior,Portalegre,2025,Brasil,3.0
Campo Maior,Portalegre,2025,Bulgária,
Campo Maior,Portalegre,2025,Bélgica,7.0
Campo Maior,Portalegre,2025,Canadá,2.0
Campo Maior,Portalegre,2025,China,3.0
Campo Maior,Portalegre,2025,Chipre,
Campo Maior,Portalegre,2025,Chéquia,
Campo Maior,Portalegre,2025,Coreia (República da),
Campo Maior,Portalegre,2025,Croácia,
Campo Maior,Portalegre,2025,Dinamarca,1.0
Campo Maior,Portalegre,2025,Eslováquia,
Campo Maior,Portalegre,2025,Eslovénia,
Campo Maior,Portalegre,2025,Espanha,132.0
Campo Maior,Portalegre,2025,Estados Unidos da América,
Campo Maior,Portalegre,2025,Estrangeiro,222.0
Campo Maior,Portalegre,2025,Estónia,
Campo Maior,Portalegre,2025,Federação da Rússia,
Campo Maior,Portalegre,2025,Finlândia,
Campo Maior,Portalegre,2025,França,9.0
Campo Maior,Portalegre,2025,Grécia,
Campo Maior,Portalegre,2025,Hungria,
Campo Maior,Portalegre,2025,Irlanda,
Campo Maior,Portalegre,2025,Israel,
Campo Maior,Portalegre,2025,Itália,
Campo Maior,Portalegre,2025,Japão,3.0
Campo Maior,Portalegre,2025,Letónia,
Campo Maior,Portalegre,2025,Lituânia,
Campo Maior,Portalegre,2025,Luxemburgo,
Campo Maior,Portalegre,2025,Malta,
Campo Maior,Portalegre,2025,Marrocos,
Campo Maior,Portalegre,2025,México,
Campo Maior,Portalegre,2025,Noruega,
Campo Maior,Portalegre,2025,Outros,
Campo Maior,Portalegre,2025,Países Baixos (Reino dos),
Campo Maior,Portalegre,2025,Polónia,4.0
Campo Maior,Portalegre,2025,Portugal,2752.0
Campo Maior,Portalegre,2025,Reino Unido da Grã-Bretanha e Irlanda do Norte,10.0
Campo Maior,Portalegre,2025,Roménia,
Campo Maior,Portalegre,2025,Suécia,
Campo Maior,Portalegre,2025,Suíça,37.0
Campo Maior,Portalegre,2025,Sérvia,
Campo Maior,Portalegre,2025,Total,2974.0
Campo Maior,Portalegre,2025,Turquia,
Campo Maior,Portalegre,2025,Ucrânia,
Campo Maior,Portalegre,2025,Áustria,
Campo Maior,Portalegre,2025,Índia,
Cantanhede,Coimbra,2020,Alemanha,67.0
Cantanhede,Coimbra,2020,Angola,12.0
Cantanhede,Coimbra,2020,Argentina,1.0
Cantanhede,Coimbra,2020,Austrália,1.0
Cantanhede,Coimbra,2020,Brasil,54.0
Cantanhede,Coimbra,2020,Bulgária,5.0
Cantanhede,Coimbra,2020,Bélgica,8.0
Cantanhede,Coimbra,2020,Canadá,2.0
Cantanhede,Coimbra,2020,China,5.0
Cantanhede,Coimbra,2020,Chipre,
Cantanhede,Coimbra,2020,Chéquia,2.0
Cantanhede,Coimbra,2020,Coreia (República da),
Cantanhede,Coimbra,2020,Croácia,
Cantanhede,Coimbra,2020,Dinamarca,
Cantanhede,Coimbra,2020,Eslováquia,2.0
Cantanhede,Coimbra,2020,Eslovénia,
Cantanhede,Coimbra,2020,Espanha,1404.0
Cantanhede,Coimbra,2020,Estados Unidos da América,11.0
Cantanhede,Coimbra,2020,Estrangeiro,2159.0
Cantanhede,Coimbra,2020,Estónia,
Cantanhede,Coimbra,2020,Federação da Rússia,
Cantanhede,Coimbra,2020,Finlândia,2.0
Cantanhede,Coimbra,2020,França,94.0
Cantanhede,Coimbra,2020,Grécia,1.0
Cantanhede,Coimbra,2020,Hungria,1.0
Cantanhede,Coimbra,2020,Irlanda,
Cantanhede,Coimbra,2020,Israel,
Cantanhede,Coimbra,2020,Itália,29.0
Cantanhede,Coimbra,2020,Japão,1.0
Cantanhede,Coimbra,2020,Letónia,21.0
Cantanhede,Coimbra,2020,Lituânia,
Cantanhede,Coimbra,2020,Luxemburgo,4.0
Cantanhede,Coimbra,2020,Malta,
Cantanhede,Coimbra,2020,Marrocos,1.0
Cantanhede,Coimbra,2020,México,
Cantanhede,Coimbra,2020,Noruega,
Cantanhede,Coimbra,2020,Outros,60.0
Cantanhede,Coimbra,2020,Países Baixos (Reino dos),201.0
Cantanhede,Coimbra,2020,Polónia,85.0
Cantanhede,Coimbra,2020,Portugal,2986.0
Cantanhede,Coimbra,2020,Reino Unido da Grã-Bretanha e Irlanda do Norte,17.0
Cantanhede,Coimbra,2020,Roménia,3.0
Cantanhede,Coimbra,2020,Suécia,1.0
Cantanhede,Coimbra,2020,Suíça,3.0
Cantanhede,Coimbra,2020,Sérvia,4.0
Cantanhede,Coimbra,2020,Total,5145.0
Cantanhede,Coimbra,2020,Turquia,45.0
Cantanhede,Coimbra,2020,Ucrânia,5.0
Cantanhede,Coimbra,2020,Áustria,2.0
Cantanhede,Coimbra,2020,Índia,5.0
Cantanhede,Coimbra,2021,Alemanha,64.0
Cantanhede,Coimbra,2021,Angola,5.0
Cantanhede,Coimbra,2021,Argentina,3.0
Cantanhede,Coimbra,2021,Austrália,4.0
Cantanhede,Coimbra,2021,Brasil,88.0
Cantanhede,Coimbra,2021,Bulgária,40.0
Cantanhede,Coimbra,2021,Bélgica,21.0
Cantanhede,Coimbra,2021,Canadá,2.0
Cantanhede,Coimbra,2021,China,8.0
Cantanhede,Coimbra,2021,Chipre,
Cantanhede,Coimbra,2021,Chéquia,1.0
Cantanhede,Coimbra,2021,Coreia (República da),
Cantanhede,Coimbra,2021,Croácia,
Cantanhede,Coimbra,2021,Dinamarca,
Cantanhede,Coimbra,2021,Eslováquia,
Cantanhede,Coimbra,2021,Eslovénia,
Cantanhede,Coimbra,2021,Espanha,2079.0
Cantanhede,Coimbra,2021,Estados Unidos da América,44.0
Cantanhede,Coimbra,2021,Estrangeiro,3082.0
Cantanhede,Coimbra,2021,Estónia,6.0
Cantanhede,Coimbra,2021,Federação da Rússia,7.0
Cantanhede,Coimbra,2021,Finlândia,2.0
Cantanhede,Coimbra,2021,França,200.0
Cantanhede,Coimbra,2021,Grécia,
Cantanhede,Coimbra,2021,Hungria,
Cantanhede,Coimbra,2021,Irlanda,4.0
Cantanhede,Coimbra,2021,Israel,3.0
Cantanhede,Coimbra,2021,Itália,62.0
Cantanhede,Coimbra,2021,Japão,1.0
Cantanhede,Coimbra,2021,Letónia,8.0
Cantanhede,Coimbra,2021,Lituânia,2.0
Cantanhede,Coimbra,2021,Luxemburgo,36.0
Cantanhede,Coimbra,2021,Malta,
Cantanhede,Coimbra,2021,Marrocos,1.0
Cantanhede,Coimbra,2021,México,3.0
Cantanhede,Coimbra,2021,Noruega,
Cantanhede,Coimbra,2021,Outros,58.0
Cantanhede,Coimbra,2021,Países Baixos (Reino dos),200.0
Cantanhede,Coimbra,2021,Polónia,34.0
Cantanhede,Coimbra,2021,Portugal,6940.0
Cantanhede,Coimbra,2021,Reino Unido da Grã-Bretanha e Irlanda do Norte,20.0
Cantanhede,Coimbra,2021,Roménia,8.0
Cantanhede,Coimbra,2021,Suécia,1.0
Cantanhede,Coimbra,2021,Suíça,39.0
Cantanhede,Coimbra,2021,Sérvia,
Cantanhede,Coimbra,2021,Total,10022.0
Cantanhede,Coimbra,2021,Turquia,14.0
Cantanhede,Coimbra,2021,Ucrânia,2.0
Cantanhede,Coimbra,2021,Áustria,10.0
Cantanhede,Coimbra,2021,Índia,2.0
Cantanhede,Coimbra,2022,Alemanha,180.0
Cantanhede,Coimbra,2022,Angola,40.0
Cantanhede,Coimbra,2022,Argentina,5.0
Cantanhede,Coimbra,2022,Austrália,10.0
Cantanhede,Coimbra,2022,Brasil,328.0
Cantanhede,Coimbra,2022,Bulgária,5.0
Cantanhede,Coimbra,2022,Bélgica,23.0
Cantanhede,Coimbra,2022,Canadá,30.0
Cantanhede,Coimbra,2022,China,29.0
Cantanhede,Coimbra,2022,Chipre,1.0
Cantanhede,Coimbra,2022,Chéquia,16.0
Cantanhede,Coimbra,2022,Coreia (República da),
Cantanhede,Coimbra,2022,Croácia,
Cantanhede,Coimbra,2022,Dinamarca,8.0
Cantanhede,Coimbra,2022,Eslováquia,10.0
Cantanhede,Coimbra,2022,Eslovénia,7.0
Cantanhede,Coimbra,2022,Espanha,3403.0
Cantanhede,Coimbra,2022,Estados Unidos da América,254.0
Cantanhede,Coimbra,2022,Estrangeiro,6256.0
Cantanhede,Coimbra,2022,Estónia,3.0
Cantanhede,Coimbra,2022,Federação da Rússia,18.0
Cantanhede,Coimbra,2022,Finlândia,6.0
Cantanhede,Coimbra,2022,França,560.0
Cantanhede,Coimbra,2022,Grécia,9.0
Cantanhede,Coimbra,2022,Hungria,25.0
Cantanhede,Coimbra,2022,Irlanda,17.0
Cantanhede,Coimbra,2022,Israel,14.0
Cantanhede,Coimbra,2022,Itália,111.0
Cantanhede,Coimbra,2022,Japão,3.0
Cantanhede,Coimbra,2022,Letónia,12.0
Cantanhede,Coimbra,2022,Lituânia,9.0
Cantanhede,Coimbra,2022,Luxemburgo,53.0
Cantanhede,Coimbra,2022,Malta,
Cantanhede,Coimbra,2022,Marrocos,27.0
Cantanhede,Coimbra,2022,México,5.0
Cantanhede,Coimbra,2022,Noruega,2.0
Cantanhede,Coimbra,2022,Outros,409.0
Cantanhede,Coimbra,2022,Países Baixos (Reino dos),174.0
Cantanhede,Coimbra,2022,Polónia,63.0
Cantanhede,Coimbra,2022,Portugal,9795.0
Cantanhede,Coimbra,2022,Reino Unido da Grã-Bretanha e Irlanda do Norte,89.0
Cantanhede,Coimbra,2022,Roménia,36.0
Cantanhede,Coimbra,2022,Suécia,8.0
Cantanhede,Coimbra,2022,Suíça,80.0
Cantanhede,Coimbra,2022,Sérvia,1.0
Cantanhede,Coimbra,2022,Total,16051.0
Cantanhede,Coimbra,2022,Turquia,25.0
Cantanhede,Coimbra,2022,Ucrânia,23.0
Cantanhede,Coimbra,2022,Áustria,26.0
Cantanhede,Coimbra,2022,Índia,99.0
Cantanhede,Coimbra,2023,Alemanha,196.0
Cantanhede,Coimbra,2023,Angola,86.0
Cantanhede,Coimbra,2023,Argentina,6.0
Cantanhede,Coimbra,2023,Austrália,51.0
Cantanhede,Coimbra,2023,Brasil,564.0
Cantanhede,Coimbra,2023,Bulgária,55.0
Cantanhede,Coimbra,2023,Bélgica,36.0
Cantanhede,Coimbra,2023,Canadá,214.0
Cantanhede,Coimbra,2023,China,37.0
Cantanhede,Coimbra,2023,Chipre,4.0
Cantanhede,Coimbra,2023,Chéquia,15.0
Cantanhede,Coimbra,2023,Coreia (República da),1.0
Cantanhede,Coimbra,2023,Croácia,
Cantanhede,Coimbra,2023,Dinamarca,4.0
Cantanhede,Coimbra,2023,Eslováquia,9.0
Cantanhede,Coimbra,2023,Eslovénia,15.0
Cantanhede,Coimbra,2023,Espanha,3621.0
Cantanhede,Coimbra,2023,Estados Unidos da América,732.0
Cantanhede,Coimbra,2023,Estrangeiro,7641.0
Cantanhede,Coimbra,2023,Estónia,27.0
Cantanhede,Coimbra,2023,Federação da Rússia,19.0
Cantanhede,Coimbra,2023,Finlândia,1.0
Cantanhede,Coimbra,2023,França,554.0
Cantanhede,Coimbra,2023,Grécia,16.0
Cantanhede,Coimbra,2023,Hungria,4.0
Cantanhede,Coimbra,2023,Irlanda,7.0
Cantanhede,Coimbra,2023,Israel,26.0
Cantanhede,Coimbra,2023,Itália,236.0
Cantanhede,Coimbra,2023,Japão,13.0
Cantanhede,Coimbra,2023,Letónia,3.0
Cantanhede,Coimbra,2023,Lituânia,1.0
Cantanhede,Coimbra,2023,Luxemburgo,22.0
Cantanhede,Coimbra,2023,Malta,4.0
Cantanhede,Coimbra,2023,Marrocos,18.0
Cantanhede,Coimbra,2023,México,16.0
Cantanhede,Coimbra,2023,Noruega,7.0
Cantanhede,Coimbra,2023,Outros,285.0
Cantanhede,Coimbra,2023,Países Baixos (Reino dos),122.0
Cantanhede,Coimbra,2023,Polónia,30.0
Cantanhede,Coimbra,2023,Portugal,12276.0
Cantanhede,Coimbra,2023,Reino Unido da Grã-Bretanha e Irlanda do Norte,162.0
Cantanhede,Coimbra,2023,Roménia,98.0
Cantanhede,Coimbra,2023,Suécia,12.0
Cantanhede,Coimbra,2023,Suíça,99.0
Cantanhede,Coimbra,2023,Sérvia,12.0
Cantanhede,Coimbra,2023,Total,19917.0
Cantanhede,Coimbra,2023,Turquia,42.0
Cantanhede,Coimbra,2023,Ucrânia,16.0
Cantanhede,Coimbra,2023,Áustria,21.0
Cantanhede,Coimbra,2023,Índia,122.0
Cantanhede,Coimbra,2024,Alemanha,312.0
Cantanhede,Coimbra,2024,Angola,50.0
Cantanhede,Coimbra,2024,Argentina,18.0
Cantanhede,Coimbra,2024,Austrália,11.0
Cantanhede,Coimbra,2024,Brasil,505.0
Cantanhede,Coimbra,2024,Bulgária,7.0
Cantanhede,Coimbra,2024,Bélgica,43.0
Cantanhede,Coimbra,2024,Canadá,132.0
Cantanhede,Coimbra,2024,China,51.0
Cantanhede,Coimbra,2024,Chipre,
Cantanhede,Coimbra,2024,Chéquia,10.0
Cantanhede,Coimbra,2024,Coreia (República da),1.0
Cantanhede,Coimbra,2024,Croácia,1.0
Cantanhede,Coimbra,2024,Dinamarca,100.0
Cantanhede,Coimbra,2024,Eslováquia,4.0
Cantanhede,Coimbra,2024,Eslovénia,4.0
Cantanhede,Coimbra,2024,Espanha,2679.0
Cantanhede,Coimbra,2024,Estados Unidos da América,524.0
Cantanhede,Coimbra,2024,Estrangeiro,7427.0
Cantanhede,Coimbra,2024,Estónia,
Cantanhede,Coimbra,2024,Federação da Rússia,5.0
Cantanhede,Coimbra,2024,Finlândia,6.0
Cantanhede,Coimbra,2024,França,1690.0
Cantanhede,Coimbra,2024,Grécia,2.0
Cantanhede,Coimbra,2024,Hungria,45.0
Cantanhede,Coimbra,2024,Irlanda,15.0
Cantanhede,Coimbra,2024,Israel,20.0
Cantanhede,Coimbra,2024,Itália,313.0
Cantanhede,Coimbra,2024,Japão,14.0
Cantanhede,Coimbra,2024,Letónia,1.0
Cantanhede,Coimbra,2024,Lituânia,12.0
Cantanhede,Coimbra,2024,Luxemburgo,22.0
Cantanhede,Coimbra,2024,Malta,
Cantanhede,Coimbra,2024,Marrocos,5.0
Cantanhede,Coimbra,2024,México,14.0
Cantanhede,Coimbra,2024,Noruega,
Cantanhede,Coimbra,2024,Outros,205.0
Cantanhede,Coimbra,2024,Países Baixos (Reino dos),149.0
Cantanhede,Coimbra,2024,Polónia,45.0
Cantanhede,Coimbra,2024,Portugal,11588.0
Cantanhede,Coimbra,2024,Reino Unido da Grã-Bretanha e Irlanda do Norte,70.0
Cantanhede,Coimbra,2024,Roménia,50.0
Cantanhede,Coimbra,2024,Suécia,2.0
Cantanhede,Coimbra,2024,Suíça,97.0
Cantanhede,Coimbra,2024,Sérvia,5.0
Cantanhede,Coimbra,2024,Total,19015.0
Cantanhede,Coimbra,2024,Turquia,78.0
Cantanhede,Coimbra,2024,Ucrânia,21.0
Cantanhede,Coimbra,2024,Áustria,9.0
Cantanhede,Coimbra,2024,Índia,80.0
Cantanhede,Coimbra,2025,Alemanha,331.0
Cantanhede,Coimbra,2025,Angola,25.0
Cantanhede,Coimbra,2025,Argentina,23.0
Cantanhede,Coimbra,2025,Austrália,7.0
Cantanhede,Coimbra,2025,Brasil,670.0
Cantanhede,Coimbra,2025,Bulgária,6.0
Cantanhede,Coimbra,2025,Bélgica,63.0
Cantanhede,Coimbra,2025,Canadá,343.0
Cantanhede,Coimbra,2025,China,125.0
Cantanhede,Coimbra,2025,Chipre,4.0
Cantanhede,Coimbra,2025,Chéquia,6.0
Cantanhede,Coimbra,2025,Coreia (República da),5.0
Cantanhede,Coimbra,2025,Croácia,
Cantanhede,Coimbra,2025,Dinamarca,8.0
Cantanhede,Coimbra,2025,Eslováquia,12.0
Cantanhede,Coimbra,2025,Eslovénia,
Cantanhede,Coimbra,2025,Espanha,2578.0
Cantanhede,Coimbra,2025,Estados Unidos da América,547.0
Cantanhede,Coimbra,2025,Estrangeiro,6766.0
Cantanhede,Coimbra,2025,Estónia,
Cantanhede,Coimbra,2025,Federação da Rússia,11.0
Cantanhede,Coimbra,2025,Finlândia,9.0
Cantanhede,Coimbra,2025,França,517.0
Cantanhede,Coimbra,2025,Grécia,2.0
Cantanhede,Coimbra,2025,Hungria,20.0
Cantanhede,Coimbra,2025,Irlanda,14.0
Cantanhede,Coimbra,2025,Israel,6.0
Cantanhede,Coimbra,2025,Itália,236.0
Cantanhede,Coimbra,2025,Japão,4.0
Cantanhede,Coimbra,2025,Letónia,
Cantanhede,Coimbra,2025,Lituânia,1.0
Cantanhede,Coimbra,2025,Luxemburgo,36.0
Cantanhede,Coimbra,2025,Malta,
Cantanhede,Coimbra,2025,Marrocos,19.0
Cantanhede,Coimbra,2025,México,10.0
Cantanhede,Coimbra,2025,Noruega,10.0
Cantanhede,Coimbra,2025,Outros,287.0
Cantanhede,Coimbra,2025,Países Baixos (Reino dos),178.0
Cantanhede,Coimbra,2025,Polónia,55.0
Cantanhede,Coimbra,2025,Portugal,12629.0
Cantanhede,Coimbra,2025,Reino Unido da Grã-Bretanha e Irlanda do Norte,134.0
Cantanhede,Coimbra,2025,Roménia,50.0
Cantanhede,Coimbra,2025,Suécia,7.0
Cantanhede,Coimbra,2025,Suíça,85.0
Cantanhede,Coimbra,2025,Sérvia,9.0
